car_ID,symboling,CarName,wheelbase,carlength,carwidth,carheight,curbweight,enginesize,boreratio,stroke,compressionratio,horsepower,peakrpm,citympg,highwaympg,price,CarBrand_alfa-romero,CarBrand_audi,CarBrand_bmw,CarBrand_buick,CarBrand_chevrolet,CarBrand_dodge,CarBrand_honda,CarBrand_isuzu,CarBrand_jaguar,CarBrand_mazda,CarBrand_mercury,CarBrand_mitsubishi,CarBrand_nissan,CarBrand_peugeot,CarBrand_plymouth,CarBrand_porcshce,CarBrand_porsche,CarBrand_renault,CarBrand_saab,CarBrand_subaru,CarBrand_toyota,CarBrand_toyouta,CarBrand_volkswagen,CarBrand_volvo,CarBrand_vw,fueltype_diesel,fueltype_gas,aspiration_std,aspiration_turbo,doornumber_four,doornumber_two,carbody_convertible,carbody_hardtop,carbody_hatchback,carbody_sedan,carbody_wagon,drivewheel_4wd,drivewheel_fwd,drivewheel_rwd,enginelocation_front,enginelocation_rear,enginetype_dohc,enginetype_dohcv,enginetype_l,enginetype_ohc,enginetype_ohcf,enginetype_ohcv,enginetype_rotor,cylindernumber_eight,cylindernumber_five,cylindernumber_four,cylindernumber_six,cylindernumber_three,cylindernumber_twelve,cylindernumber_two,fuelsystem_1bbl,fuelsystem_2bbl,fuelsystem_4bbl,fuelsystem_idi,fuelsystem_mfi,fuelsystem_mpfi,fuelsystem_spdi,fuelsystem_spfi,cluster
91,0.6000000000000001,nissan gt-r,0.272413793103448,0.3611940298507465,0.2916666666666669,0.5583333333333331,0.2051978277734678,0.2427745664739884,0.3214285714285718,0.6132596685082876,0.9933333333333332,0.0440251572327043,0.3513513513513513,0.4399999999999999,1.0,0.0620808523973676,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
92,0.6000000000000001,nissan rogue,0.272413793103448,0.3611940298507465,0.2916666666666669,0.5583333333333331,0.1667959658650116,0.2080924855491329,0.4357142857142857,0.5138121546961327,0.16,0.1320754716981131,0.5675675675675675,0.72,0.6176470588235293,0.0479786900658101,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
93,0.6000000000000001,nissan latio,0.272413793103448,0.3611940298507465,0.2916666666666669,0.5583333333333331,0.1745539177657098,0.2080924855491329,0.4357142857142857,0.5138121546961327,0.16,0.1320754716981131,0.5675675675675675,0.72,0.6176470588235293,0.0542463177687245,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
94,0.6000000000000001,nissan titan,0.272413793103448,0.4343283582089552,0.2916666666666669,0.4750000000000001,0.2079131109387121,0.2080924855491329,0.4357142857142857,0.5138121546961327,0.16,0.1320754716981131,0.5675675675675675,0.72,0.6176470588235293,0.0699153870260106,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
95,0.6000000000000001,nissan leaf,0.272413793103448,0.3611940298507465,0.2916666666666669,0.5583333333333331,0.1795965865011637,0.2080924855491329,0.4357142857142857,0.5138121546961327,0.16,0.1320754716981131,0.5675675675675675,0.72,0.6176470588235293,0.068348480100282,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
96,0.6000000000000001,nissan juke,0.272413793103448,0.3656716417910446,0.2916666666666669,0.4583333333333335,0.2094647013188518,0.2080924855491329,0.4357142857142857,0.5138121546961327,0.16,0.1320754716981131,0.5675675675675675,0.72,0.6176470588235293,0.0840175493575681,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
97,0.6000000000000001,nissan latio,0.272413793103448,0.3611940298507465,0.2916666666666669,0.5583333333333331,0.1873545384018619,0.2080924855491329,0.4357142857142857,0.5138121546961327,0.16,0.1320754716981131,0.5675675675675675,0.72,0.6176470588235293,0.0746161078031965,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
98,0.6000000000000001,nissan note,0.272413793103448,0.4343283582089552,0.2916666666666669,0.4750000000000001,0.212955779674166,0.2080924855491329,0.4357142857142857,0.5138121546961327,0.16,0.1320754716981131,0.5675675675675675,0.72,0.6176470588235293,0.0902851770604826,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
100,0.4,nissan rogue,0.3655172413793104,0.482089552238806,0.4083333333333341,0.5750000000000006,0.3242823894491854,0.3410404624277456,0.5642857142857143,0.6132596685082876,0.0999999999999999,0.3081761006289308,0.5675675675675675,0.56,0.5294117647058824,0.1200564086493262,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
101,0.4,nissan nv200,0.3655172413793104,0.482089552238806,0.4083333333333341,0.5750000000000006,0.3157486423584174,0.3410404624277456,0.5642857142857143,0.6132596685082876,0.0999999999999999,0.3081761006289308,0.5675675675675675,0.56,0.5294117647058824,0.1388592917580695,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
119,0.6000000000000001,plymouth fury iii,0.2448275862068967,0.2417910447761198,0.2916666666666669,0.2499999999999995,0.1667959658650116,0.1676300578034681,0.3071428571428571,0.4806629834254143,0.16,0.1257861635220125,0.7297297297297294,0.96,0.7352941176470588,0.0142275148856158,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
121,0.6000000000000001,plymouth fury iii,0.2448275862068967,0.2417910447761198,0.2916666666666669,0.2333333333333338,0.1858029480217222,0.1676300578034681,0.3071428571428571,0.4806629834254143,0.16,0.1257861635220125,0.7297297297297294,0.72,0.6470588235294118,0.0348166718896897,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
122,0.6000000000000001,plymouth satellite custom (sw),0.2448275862068967,0.3910447761194033,0.2916666666666669,0.2499999999999995,0.1943366951124903,0.1676300578034681,0.3071428571428571,0.4806629834254143,0.16,0.1257861635220125,0.7297297297297294,0.72,0.6470588235294118,0.0493262300219367,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
123,0.6000000000000001,plymouth fury gran sedan,0.2448275862068967,0.3910447761194033,0.2916666666666669,0.2499999999999995,0.2726920093095423,0.2138728323699421,0.3071428571428571,0.4806629834254143,0.16,0.1257861635220125,0.7297297297297294,0.72,0.6470588235294118,0.0780633030397994,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
124,0.2,plymouth valiant,0.5758620689655172,0.5,0.3583333333333334,0.9999999999999996,0.4061287820015515,0.3526011560693641,0.5785714285714285,0.6077348066298343,0.0999999999999999,0.2515723270440251,0.4594594594594592,0.4399999999999999,0.4117647058823529,0.1191789407709182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
131,0.4,renault 12tl,0.3275862068965516,0.6029850746268659,0.5166666666666666,0.6166666666666667,0.4231962761830876,0.4104046242774566,0.6571428571428573,0.850828729281768,0.1133333333333332,0.2641509433962263,0.5135135135135136,0.4,0.4411764705882353,0.1308994045753682,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
132,0.8,renault 5 gtl,0.3275862068965516,0.5328358208955226,0.5249999999999995,0.2250000000000001,0.3770364623739333,0.4104046242774566,0.6571428571428573,0.850828729281768,0.1133333333333332,0.2641509433962263,0.5135135135135136,0.4,0.4411764705882353,0.1497022876841116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
133,1.0,saab 99e,0.4310344827586205,0.6791044776119404,0.5166666666666666,0.6916666666666669,0.4538401861908456,0.3468208092485548,0.7142857142857142,0.3922651933701657,0.154,0.389937106918239,0.5945945945945943,0.3199999999999999,0.3529411764705882,0.2109683484801002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
134,0.8,saab 99le,0.4310344827586205,0.6791044776119404,0.5166666666666666,0.6916666666666669,0.4681923972071373,0.3468208092485548,0.7142857142857142,0.3922651933701657,0.1533333333333333,0.389937106918239,0.5945945945945943,0.3199999999999999,0.3529411764705882,0.2209965528047633,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
136,0.8,saab 99gle,0.4310344827586205,0.6791044776119404,0.5166666666666666,0.6916666666666669,0.4926299456943366,0.3468208092485548,0.7142857142857142,0.3922651933701657,0.1533333333333333,0.389937106918239,0.5945945945945943,0.3199999999999999,0.3529411764705882,0.3256659354434346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
151,0.6000000000000001,toyota corona mark ii,0.3137931034482761,0.2626865671641791,0.2750000000000003,0.5583333333333331,0.1927851047323506,0.1791907514450866,0.3642857142857141,0.3701657458563536,0.1333333333333333,0.0880503144654087,0.3513513513513513,0.8800000000000001,0.676470588235294,0.0072077718583516,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
152,0.6000000000000001,toyota corona,0.3137931034482761,0.2626865671641791,0.2750000000000003,0.5583333333333331,0.2141194724592707,0.1791907514450866,0.3642857142857141,0.3701657458563536,0.1333333333333333,0.0880503144654087,0.3513513513513513,0.72,0.6470588235294118,0.0382325289877781,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
153,0.6000000000000001,toyota corolla 1200,0.3137931034482761,0.2626865671641791,0.2750000000000003,0.5583333333333331,0.2044220325833979,0.1791907514450866,0.3642857142857141,0.3701657458563536,0.1333333333333333,0.0880503144654087,0.3513513513513513,0.72,0.6470588235294118,0.0429332497649639,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
154,0.4,toyota corona hardtop,0.3137931034482761,0.4268656716417909,0.2750000000000003,0.9416666666666668,0.3072148952676493,0.1791907514450866,0.3642857142857141,0.3701657458563536,0.1333333333333333,0.0880503144654087,0.3513513513513513,0.72,0.6176470588235293,0.05640864932623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
155,0.4,toyota corolla 1600 (sw),0.3137931034482761,0.4268656716417909,0.2750000000000003,0.9416666666666668,0.3110938712179985,0.1791907514450866,0.3642857142857141,0.3701657458563536,0.1333333333333333,0.0880503144654087,0.3513513513513513,0.56,0.4705882352941176,0.0871200250705108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
156,0.4,toyota carina,0.3137931034482761,0.4268656716417909,0.2750000000000003,0.9416666666666668,0.6291698991466252,0.1791907514450866,0.3642857142857141,0.3701657458563536,0.1333333333333333,0.0880503144654087,0.3513513513513513,0.56,0.4705882352941176,0.1146975869633343,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
157,0.4,toyota mark ii,0.3137931034482761,0.3761194029850747,0.3416666666666677,0.4333333333333331,0.2300232738557021,0.2138728323699421,0.4642857142857142,0.3701657458563536,0.1333333333333333,0.1383647798742138,0.3513513513513513,0.6799999999999999,0.6176470588235293,0.0570354120965214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
158,0.4,toyota corolla 1200,0.3137931034482761,0.3761194029850747,0.3416666666666677,0.4166666666666665,0.2408844065166796,0.2138728323699421,0.4642857142857142,0.3701657458563536,0.1333333333333333,0.1383647798742138,0.3513513513513513,0.6799999999999999,0.6176470588235293,0.0651833281103102,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
159,0.4,toyota corona,0.3137931034482761,0.3761194029850747,0.3416666666666677,0.4333333333333331,0.3052754072924748,0.2832369942196532,0.5214285714285716,0.5469613259668509,0.1333333333333333,0.050314465408805,0.189189189189189,0.8400000000000001,0.5882352941176471,0.0871200250705108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
160,0.4,toyota corolla,0.3137931034482761,0.3761194029850747,0.3416666666666677,0.4166666666666665,0.3052754072924748,0.2832369942196532,0.5214285714285716,0.5469613259668509,0.1333333333333333,0.050314465408805,0.189189189189189,1.0,0.9117647058823528,0.0836728298339078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
161,0.4,toyota corona,0.3137931034482761,0.3761194029850747,0.3416666666666677,0.4333333333333331,0.2350659425911558,0.2138728323699421,0.4642857142857142,0.3701657458563536,0.1333333333333333,0.1383647798742138,0.3513513513513513,1.0,0.9117647058823528,0.0821059229081792,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
162,0.4,toyota corolla,0.3137931034482761,0.3761194029850747,0.3416666666666677,0.4166666666666665,0.2459270752521334,0.2138728323699421,0.4642857142857142,0.3701657458563536,0.1333333333333333,0.1383647798742138,0.3513513513513513,0.6000000000000001,0.5294117647058824,0.101535568787214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
163,0.4,toyota mark ii,0.3137931034482761,0.3761194029850747,0.3416666666666677,0.4166666666666665,0.2529092319627618,0.2138728323699421,0.4642857142857142,0.3701657458563536,0.1333333333333333,0.1383647798742138,0.3513513513513513,0.6000000000000001,0.5294117647058824,0.129739893450329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
164,0.6000000000000001,toyota corolla liftback,0.272413793103448,0.4119402985074627,0.3083333333333335,0.3999999999999999,0.2641582622187742,0.2138728323699421,0.4642857142857142,0.3701657458563536,0.1333333333333333,0.1383647798742138,0.3513513513513513,0.6399999999999999,0.5294117647058824,0.0921341272328423,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
165,0.6000000000000001,toyota corona,0.272413793103448,0.4119402985074627,0.3083333333333335,0.3999999999999999,0.2777346780449961,0.2138728323699421,0.4642857142857142,0.3701657458563536,0.1333333333333333,0.1383647798742138,0.3513513513513513,0.6399999999999999,0.5294117647058824,0.0977749921654653,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
166,0.6000000000000001,toyota celica gt liftback,0.272413793103448,0.4119402985074627,0.3083333333333335,0.3999999999999999,0.3013964313421257,0.2138728323699421,0.5000000000000002,0.3977900552486189,0.16,0.4025157232704403,0.5675675675675675,0.52,0.3823529411764705,0.1309934189909119,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
167,0.6000000000000001,toyota corolla tercel,0.272413793103448,0.4119402985074627,0.3083333333333335,0.3999999999999999,0.3149728471683475,0.2138728323699421,0.5000000000000002,0.3977900552486189,0.16,0.4025157232704403,0.5675675675675675,0.52,0.3823529411764705,0.1385145722344092,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
170,0.8,toyota starlet,0.4068965517241381,0.5238805970149252,0.4416666666666664,0.3500000000000001,0.4123351435221102,0.491329479768786,0.7714285714285716,0.6298342541436466,0.1533333333333333,0.4276729559748428,0.3513513513513513,0.4399999999999999,0.4117647058823529,0.1526480727044813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
172,0.8,toyota corolla,0.4068965517241381,0.5238805970149252,0.4416666666666664,0.3500000000000001,0.4755624515128005,0.491329479768786,0.7714285714285716,0.6298342541436466,0.1533333333333333,0.4276729559748428,0.3513513513513513,0.4399999999999999,0.4117647058823529,0.201535568787214,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
173,0.8,toyota cressida,0.4068965517241381,0.5238805970149252,0.4416666666666664,0.4333333333333331,0.5768037238169124,0.491329479768786,0.7714285714285716,0.6298342541436466,0.1533333333333333,0.4276729559748428,0.3513513513513513,0.4399999999999999,0.4117647058823529,0.3933249764963961,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
174,0.2,toyota corolla,0.5448275862068965,0.5149253731343282,0.5166666666666666,0.5916666666666663,0.3250581846392552,0.3526011560693641,0.55,0.6519337016574587,0.1133333333333332,0.2767295597484276,0.0270270270270267,0.6399999999999999,0.5294117647058824,0.1200250705108116,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
175,0.2,toyota celica gt,0.5448275862068965,0.5149253731343282,0.5166666666666666,0.5916666666666663,0.3847944142746314,0.2832369942196532,0.5214285714285716,0.5469613259668509,0.1333333333333333,0.1572327044025157,0.189189189189189,0.6799999999999999,0.5,0.174866812911313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
176,0.2,toyota corona,0.5448275862068965,0.5149253731343282,0.5166666666666666,0.5083333333333333,0.3591931730023273,0.3526011560693641,0.55,0.6519337016574587,0.1133333333333332,0.2767295597484276,0.0270270270270267,0.56,0.4705882352941176,0.1526167345659668,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
177,0.2,toyota corolla,0.5448275862068965,0.5149253731343282,0.5166666666666666,0.5916666666666663,0.3591931730023273,0.3526011560693641,0.55,0.6519337016574587,0.1133333333333332,0.2767295597484276,0.0270270270270267,0.56,0.4705882352941176,0.1811344406142275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
178,0.2,toyota mark ii,0.5448275862068965,0.5149253731343282,0.5166666666666666,0.5083333333333333,0.3762606671838634,0.3526011560693641,0.55,0.6519337016574587,0.1133333333333332,0.2767295597484276,0.0270270270270267,0.56,0.4705882352941176,0.1921027890943278,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
183,0.8,volkswagen rabbit,0.3689655172413792,0.4567164179104477,0.4333333333333335,0.6583333333333337,0.299844840961986,0.2080924855491329,0.3357142857142856,0.5745856353591161,0.1333333333333333,0.0251572327044025,0.3513513513513513,0.96,0.8823529411764707,0.0832654340332184,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
184,0.8,volkswagen 1131 deluxe sedan,0.3689655172413792,0.4567164179104477,0.4333333333333335,0.6583333333333337,0.2796741660201707,0.2774566473988439,0.4642857142857142,0.5745856353591161,0.1333333333333333,0.2327044025157232,0.5945945945945943,0.56,0.5294117647058824,0.0895330617361328,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
185,0.8,volkswagen model 111,0.3689655172413792,0.4567164179104477,0.4333333333333335,0.6583333333333337,0.3010085337470908,0.2080924855491329,0.3357142857142856,0.5745856353591161,0.1333333333333333,0.0251572327044025,0.3513513513513513,0.96,0.8823529411764707,0.0901598245064243,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
186,0.8,volkswagen type 3,0.3689655172413792,0.4567164179104477,0.4333333333333335,0.6583333333333337,0.2808378588052754,0.2774566473988439,0.4642857142857142,0.5745856353591161,0.1333333333333333,0.2327044025157232,0.5945945945945943,0.56,0.5294117647058824,0.0964274522093388,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
187,0.8,volkswagen 411 (sw),0.3689655172413792,0.4567164179104477,0.4333333333333335,0.6583333333333337,0.3052754072924748,0.2774566473988439,0.4642857142857142,0.5745856353591161,0.1333333333333333,0.2327044025157232,0.5945945945945943,0.56,0.5294117647058824,0.1058288937637104,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
